Date,Lag_GSPC,GSPC
1994-04-08,0.006195457,-0.008383603
1994-04-11,-0.005112561,0.006195457
1994-04-12,-0.00292691,-0.005112561
1994-04-13,2.69E-04,-0.00292691
1994-04-14,-4.48E-04,2.69E-04
1994-04-15,-0.008337447,-4.48E-04
1994-04-18,1.81E-04,-0.008337447
1994-04-19,-0.001310657,1.81E-04
1994-04-20,0.015318174,-0.001310657
1994-04-21,-0.002451376,0.015318174
1994-04-22,0.011348627,-0.002451376
1994-04-25,-0.001855484,0.011348627
1994-04-26,0,-0.001855484
1994-04-27,-0.006130057,0
1994-04-28,0.004030278,-0.006130057
1994-04-29,0.004679393,0.004030278
1994-05-02,2.21E-05,0.004679393
1994-05-03,-0.002891636,2.21E-05
1994-05-04,-7.53E-04,-0.002891636
1994-05-05,-0.00788692,-7.53E-04
1994-05-06,-0.01228172,-0.00788692
1994-05-09,0.008342383,-0.01228172
1994-05-10,-0.010134347,0.008342383
1994-05-11,0.005119052,-0.010134347
1994-05-12,8.79E-04,0.005119052
1994-05-13,7.88E-04,8.79E-04
1994-05-16,0.010978886,7.88E-04
1994-05-17,0.009613475,0.010978886
1994-05-18,0.006149593,0.009613475
1994-05-19,-0.003417451,0.006149593
1994-05-20,-0.003780887,-0.003417451
1994-05-23,0.003552484,-0.003780887
1994-05-24,0.003364038,0.003552484
1994-05-25,0.001577775,0.003364038
1994-05-26,5.91E-04,0.001577775
1994-05-27,0,5.91E-04
1994-05-30,-0.001814854,0
1994-05-31,0.002475367,-0.001814854
1994-06-01,4.37E-05,0.002475367
1994-06-02,0.005419012,4.37E-05
1994-06-03,-0.002716624,0.005419012
1994-06-06,-0.001460107,-0.002716624
1994-06-07,-0.002509751,-0.001460107
1994-06-08,0.001750289,-0.002509751
1994-06-09,0.001769161,0.001750289
1994-06-10,9.37E-04,0.001769161
1994-06-13,0.007122607,9.37E-04
1994-06-14,-0.003806497,0.007122607
1994-06-15,0.002865782,-0.003806497
1994-06-16,-0.007533568,0.002865782
1994-06-17,-0.006478353,-0.007533568
1994-06-20,-0.009089345,-0.006478353
1994-06-21,0.003877343,-0.009089345
1994-06-22,-0.007636432,0.003877343
1994-06-23,-0.015190305,-0.007636432
1994-06-24,0.010185208,-0.015190305
1994-06-27,-0.002772107,0.010185208
1994-06-28,0.003497204,-0.002772107
1994-06-29,-0.007506235,0.003497204
1994-06-30,0.004344257,-0.007506235
1994-07-01,0,0.004344257
1994-07-04,3.81E-04,0
1994-07-05,-5.38E-04,3.81E-04
1994-07-06,0.005043373,-5.38E-04
1994-07-07,0.002609356,0.005043373
1994-07-08,-0.003314403,0.002609356
1994-07-11,-2.45E-04,-0.003314403
