Date,Lag_.GSPC,X.GSPC,X.HSI,X.N225,X.DJI,X.GDAXI,JNJ,MSFT,GE,PG,XOM
1992-06-30,0.011546716,-0.001958161,0.005049551,0.023134666,-4.10E-04,-5.87E-04,-0.016620354,-0.03163734,-0.015949073,0.002721396,-0.006042635
1992-07-01,-0.002692092,0.011546716,-0.010009439,0.026151746,0.010670634,0.002816664,0.019363623,0.029905353,0.009599749,0.008118602,-0.002022131
1992-07-02,0,-0.002692092,-0.001944741,-0.002380947,-0.007121103,-3.41E-05,0,-0.031693061,-0.016051481,0.029218708,0.002022131
1992-07-03,0.005014502,0,-0.006139015,-0.003638012,0,0.00942226,0,0,0,0,0
1992-07-06,-0.011373129,0.005014502,-0.018916999,-0.011928866,0.002668838,-0.003676901,0.024359294,-0.005380301,0.001616602,0.028388856,0.004032832
1992-07-07,0.002733564,-0.011373129,0.011770975,0.00851244,-0.013264393,-0.001696372,-0.010753319,-0.02181969,-0.016287095,-0.005102327,-0.006054962
1992-07-08,0.009581551,0.002733564,-0.009473155,0.014852794,-5.77E-04,-0.008348337,0.021391176,0.009149817,0.011429427,0,0
1992-07-09,9.41E-04,0.009581551,0.009389566,-0.003861727,0.009308874,0.004486894,-0.002649252,0.005449414,0.009692798,0,-0.002026094
1992-07-10,6.03E-04,9.41E-04,0.017319966,0.024600577,0.001953507,-0.005611823,-0.005319654,0.007220459,-0.017843002,0.015228945,-0.002030744
1992-07-13,0.006750366,6.03E-04,0.001855077,-0.008002037,0.002009614,-0.010845199,0,0.007168009,0.004897962,0.007528523,-0.006116014
1992-07-14,-0.001389557,0.006750366,0.004630704,0.003059493,0.006302529,0.002347926,-0.01342227,0.01594378,0.014551255,0.004987662,0.014213565
1992-07-15,0.001054354,-0.001389557,0.006022154,-0.007580236,-0.003878402,-9.63E-04,0.005391344,0.005258375,0.003205023,0.017263119,-0.010132292
1992-07-16,-0.004609,0.001054354,-0.005597773,-0.02621771,0.004830842,-0.001766392,0.005361975,0.010435185,-0.009646367,0,0.018164008
1992-07-17,-0.004509443,-0.004609,-0.023377833,-0.040926936,-0.008964382,-0.01826166,-0.008054167,-0.028072854,0.001614625,-0.007362101,-0.006017466
1992-07-20,2.42E-05,-0.004509443,0.003984352,0.007396784,-0.008621552,-0.027894189,-0.010839973,-0.014336903,-0.003231227,-0.014468025,0
1992-07-21,-0.006863253,2.42E-05,0,-0.029196513,0.001633513,8.35E-04,-0.005465154,0.03546508,-0.00161922,0.017434723,-0.006054962
